0.033333333;77;;;;;
0.066666667;75;;;;;
0.1;73;;;;;
0.133333333;70;;;;;
0.166666667;67;;;;;
0.2;63;;;;;
0.233333333;59;;;;;
0.266666667;56;;;;;
0.3;52;;;;;
0.333333333;48;;;;;
0.366666667;45;;;;;
0.4;41;;;;;
0.433333333;37;;;;;
0.466666667;34;;;;;
0.5;29;;;;;
0.533333333;29;;;;;
0.566666667;29;;;;;
0.6;28;;;;;
0.633333333;26;;;;;
0.666666667;26;;;;;54
0.7;26;;;;;
0.733333333;27;;;;;
0.766666667;27;;;;;
0.8;27;;;;;
0.833333333;29;;;;;
0.866666667;30;;;;;
0.9;32;;;;;
0.933333333;33;;;;;
0.966666667;35;;;;;
1;39;;;;;
1.033333333;43;;;;;
1.066666667;46;;;;;
1.1;50;;;;;
1.133333333;53;;;;;
1.166666667;57;;;;;
1.2;61;;;;;
1.233333333;65;;;;;
1.266666667;68;;;;;
1.3;70;;;;;
1.333333333;74;;;;;
1.366666667;75;;;;;
1.4;78;;;;;
1.433333333;80;;;;;
1.466666667;81;;;;;
1.5;82;;;;;
1.533333333;82;;;;;
1.566666667;82;;;;;
1.6;82;;;;;
1.633333333;81;;;;;
1.666666667;80;;;;;
1.7;78;;;;;
1.733333333;77;;;;;
1.766666667;74;;;;;
1.8;73;;;;;
1.833333333;70;;;;;
1.866666667;67;;;;;
1.9;63;;;;;
1.933333333;60;;;;;
1.966666667;56;;;;;
2;52;;;;;
2.033333333;48;;;;;
2.066666667;45;;;;;
2.1;42;;;;;
2.133333333;38;;;;;
2.166666667;36;;;;;
2.2;32;;;;;
2.233333333;31;;;;;
2.266666667;29;;;;;
2.3;27;;;;;
2.333333333;27;;;;;
2.366666667;27;;;;;
2.4;25;;;;;
2.433333333;26;;;;;
2.466666667;26;;;;;
2.5;26;;;;;
2.533333333;27;;;;;
2.566666667;29;;;;;
2.6;30;;;;;
2.633333333;33;;;;;
2.666666667;35;;;;;
2.7;38;;;;;
2.733333333;41;;;;;
2.766666667;44;;;;;
2.8;47;;;;;
2.833333333;51;;;;;
2.866666667;55;;;;;
2.9;59;;;;;
2.933333333;62;;;;;
2.966666667;64;;;;;
3;69;;;;;
3.033333333;72;;;;;
3.066666667;74;;;;;
3.1;76;;;;;
3.133333333;78;;;;;
3.166666667;79;;;;;
3.2;81;;;;;
3.233333333;81;;;;;
3.266666667;82;;;;;
3.3;81;;;;;
3.333333333;80;;;;;
3.366666667;80;;;;;
3.4;79;;;;;
3.433333333;77;;;;;
3.466666667;75;;;;;
3.5;73;;;;;
3.533333333;69;;;;;
3.566666667;66;;;;;
3.6;63;;;;;
3.633333333;59;;;;;
3.666666667;56;;;;;
3.7;52;;;;;
3.733333333;49;;;;;
3.766666667;47;;;;;
3.8;42;;;;;
3.833333333;38;;;;;
3.866666667;34;;;;;
3.9;32;;;;;
3.933333333;31;;;;;
3.966666667;29;;;;;
4;27;;;;;
4.033333333;27;;;;;
4.066666667;26;;;;;
4.1;26;;;;;
4.133333333;26;;;;;
4.166666667;26;;;;;
4.2;26;;;;;
4.233333333;28;;;;;
4.266666667;29;;;;;
4.3;30;;;;;
4.333333333;32;;;;;
4.366666667;34;;;;;
4.4;36;;;;;
4.433333333;40;;;;;
4.466666667;43;;;;;
4.5;47;;;;;
4.533333333;50;;;;;
4.566666667;54;;;;;
4.6;58;;;;;
4.633333333;61;;;;;
4.666666667;64;;;;;
4.7;68;;;;;
4.733333333;71;;;;;
4.766666667;73;;;;;
4.8;76;;;;;
4.833333333;79;;;;;
4.866666667;80;;;;;
4.9;81;;;;;
4.933333333;81;;;;;
4.966666667;82;;;;;
5;82;;;;;
5.033333333;82;;;;;
5.066666667;81;;;;;
5.1;80;;;;;
5.133333333;78;;;;;
5.166666667;76;;;;;
5.2;74;;;;;
5.233333333;71;;;;;
5.266666667;69;;;;;
5.3;65;;;;;
5.333333333;61;;;;;
5.366666667;57;;;;;
5.4;54;;;;;
5.433333333;50;;;;;
5.466666667;47;;;;;
5.5;43;;;;;
5.533333333;39;;;;;
5.566666667;36;;;;;
5.6;34;;;;;
5.633333333;31;;;;;
5.666666667;30;;;;;
5.7;29;;;;;
5.733333333;27;;;;;
5.766666667;27;;;;;
5.8;26;;;;;
5.833333333;25;;;;;
5.866666667;25;;;;;
5.9;27;;;;;
5.933333333;27;;;;;
5.966666667;28;;;;;
6;29;;;;;
6.033333333;31;;;;;
6.066666667;34;;;;;
6.1;37;;;;;
6.133333333;40;;;;;
6.166666667;44;;;;;
6.2;47;;;;;
6.233333333;50;;;;;
6.266666667;55;;;;;
6.3;58;;;;;
6.333333333;62;;;;;
6.366666667;66;;;;;
6.4;69;;;;;
6.433333333;71;;;;;
6.466666667;74;;;;;
6.5;77;;;;;
6.533333333;78;;;;;
6.566666667;80;;;;;
6.6;81;;;;;
6.633333333;81;;;;;
6.666666667;81;;;;;
6.7;82;;;;;
6.733333333;82;;;;;
6.766666667;81;;;;;
6.8;79;;;;;
6.833333333;77;;;;;
6.866666667;76;;;;;
6.9;73;;;;;
6.933333333;70;;;;;
6.966666667;68;;;;;
7;64;;;;;
7.033333333;61;;;;;
7.066666667;57;;;;;
7.1;53;;;;;
7.133333333;48;;;;;
7.166666667;45;;;;;
